Transit_ID,Shipment_ID,Route_ID,Carrier_ID,Route_Type,Num_Transshipments,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Sailing_Days,Port_Waiting_Days,Customs_Clearance_Days,Transshipment_Wait_Days,Primary_Bottleneck,Transit_Efficiency_Pct,On_Time,Congestion_Score
TRN0000916,SHP0000916,RTE0023,CAR006,Direct,0,21,21,0,13,4,4,0,None,100.0,Yes,2.7
TRN0000917,SHP0000917,RTE0019,CAR002,Direct,0,28,28,0,22,3,3,0,None,100.0,Yes,7.9
TRN0000918,SHP0000918,RTE0054,CAR005,Transshipment,1,42,44,2,38,2,2,2,Weather Delay,95.5,No,8.4
TRN0000919,SHP0000919,RTE0039,CAR009,Direct,0,29,29,0,23,3,3,0,None,100.0,Yes,6.2
TRN0000920,SHP0000920,RTE0028,CAR005,Transshipment,1,28,43,15,28,8,4,3,Weather Delay,65.1,No,9.0
TRN0000921,SHP0000921,RTE0038,CAR010,Transshipment,2,27,33,6,23,4,4,2,Transshipment Delay,81.8,No,5.5
TRN0000922,SHP0000922,RTE0048,CAR001,Transshipment,1,31,31,0,24,4,1,2,None,100.0,Yes,1.0
TRN0000923,SHP0000923,RTE0015,CAR001,Direct,0,21,34,13,22,9,3,0,Weather Delay,61.8,No,5.9
TRN0000924,SHP0000924,RTE0050,CAR007,Transshipment,1,33,33,0,26,3,2,2,None,100.0,Yes,9.9
TRN0000925,SHP0000925,RTE0057,CAR006,Direct,0,29,29,0,26,0,3,0,None,100.0,Yes,2.0
TRN0000926,SHP0000926,RTE0048,CAR009,Transshipment,1,31,31,0,26,2,1,2,None,100.0,Yes,9.2
TRN0000927,SHP0000927,RTE0004,CAR006,Transshipment,1,29,29,0,24,0,3,2,None,100.0,Yes,2.2
TRN0000928,SHP0000928,RTE0013,CAR008,Direct,0,17,32,15,21,7,4,0,None,53.1,No,6.1
TRN0000929,SHP0000929,RTE0033,CAR005,Direct,0,22,22,0,20,1,1,0,None,100.0,Yes,4.2
TRN0000930,SHP0000930,RTE0053,CAR009,Direct,0,32,32,0,24,4,4,0,None,100.0,Yes,3.1
TRN0000931,SHP0000931,RTE0041,CAR008,Direct,0,22,30,8,22,7,1,0,None,73.3,No,5.8
TRN0000932,SHP0000932,RTE0018,CAR010,Transshipment,1,42,43,1,35,4,1,3,None,97.7,No,6.0
TRN0000933,SHP0000933,RTE0035,CAR001,Direct,0,25,25,0,19,3,3,0,None,100.0,Yes,9.8
TRN0000934,SHP0000934,RTE0051,CAR010,Direct,0,21,21,0,16,1,4,0,None,100.0,Yes,4.3
TRN0000935,SHP0000935,RTE0047,CAR005,Direct,0,23,23,0,15,4,4,0,None,100.0,Yes,5.8
TRN0000936,SHP0000936,RTE0059,CAR004,Direct,0,24,29,5,19,6,4,0,None,82.8,No,5.6
TRN0000937,SHP0000937,RTE0040,CAR005,Transshipment,1,33,33,0,23,4,3,3,None,100.0,Yes,8.8
TRN0000938,SHP0000938,RTE0018,CAR003,Transshipment,1,42,42,0,37,3,1,1,None,100.0,Yes,2.0
TRN0000939,SHP0000939,RTE0027,CAR001,Direct,0,20,25,5,18,4,3,0,Equipment Shortage,80.0,No,6.4
TRN0000940,SHP0000940,RTE0017,CAR008,Direct,0,31,31,0,27,3,1,0,None,100.0,Yes,3.2
TRN0000941,SHP0000941,RTE0034,CAR008,Transshipment,1,27,27,0,19,4,3,1,None,100.0,Yes,4.1
TRN0000942,SHP0000942,RTE0055,CAR006,Direct,0,18,18,0,12,2,4,0,None,100.0,Yes,5.4
TRN0000943,SHP0000943,RTE0014,CAR006,Transshipment,1,22,36,14,23,10,2,1,Weather Delay,61.1,No,2.3
TRN0000944,SHP0000944,RTE0023,CAR006,Direct,0,21,29,8,17,8,4,0,Equipment Shortage,72.4,No,4.3
TRN0000945,SHP0000945,RTE0059,CAR010,Direct,0,24,24,0,23,0,1,0,None,100.0,Yes,7.8
TRN0000946,SHP0000946,RTE0025,CAR010,Direct,0,18,25,7,17,5,3,0,None,72.0,No,6.3
TRN0000947,SHP0000947,RTE0047,CAR007,Direct,0,23,37,14,27,8,2,0,Weather Delay,62.2,No,1.4
TRN0000948,SHP0000948,RTE0054,CAR010,Transshipment,1,42,42,0,39,0,1,2,None,100.0,Yes,6.3
TRN0000949,SHP0000949,RTE0016,CAR008,Transshipment,2,26,26,0,17,2,3,4,None,100.0,Yes,7.7
TRN0000950,SHP0000950,RTE0029,CAR007,Direct,0,30,30,0,25,3,2,0,None,100.0,Yes,3.9
TRN0000951,SHP0000951,RTE0022,CAR002,Transshipment,1,36,36,0,30,2,3,1,None,100.0,Yes,3.9
TRN0000952,SHP0000952,RTE0001,CAR003,Direct,0,24,29,5,21,6,2,0,Customs Delay,82.8,No,3.7
TRN0000953,SHP0000953,RTE0006,CAR003,Transshipment,1,34,34,0,28,1,3,2,None,100.0,Yes,2.1
TRN0000954,SHP0000954,RTE0020,CAR002,Transshipment,1,35,35,0,30,3,1,1,None,100.0,Yes,2.7
TRN0000955,SHP0000955,RTE0041,CAR008,Direct,0,22,27,5,23,3,1,0,Weather Delay,81.5,No,4.0
TRN0000956,SHP0000956,RTE0038,CAR006,Transshipment,2,27,27,0,21,1,3,2,None,100.0,Yes,8.9
TRN0000957,SHP0000957,RTE0020,CAR008,Transshipment,1,35,35,0,27,2,4,2,None,100.0,Yes,9.4
TRN0000958,SHP0000958,RTE0050,CAR003,Transshipment,1,33,47,14,31,11,4,1,Port Congestion,70.2,No,5.5
TRN0000959,SHP0000959,RTE0024,CAR005,Transshipment,1,33,33,0,28,0,4,1,None,100.0,Yes,5.7
TRN0000960,SHP0000960,RTE0040,CAR002,Transshipment,1,33,33,0,22,4,4,3,None,100.0,Yes,3.9
TRN0000961,SHP0000961,RTE0058,CAR009,Transshipment,2,37,37,0,26,3,2,6,None,100.0,Yes,8.1
TRN0000962,SHP0000962,RTE0047,CAR008,Direct,0,23,23,0,18,1,4,0,None,100.0,Yes,3.2
TRN0000963,SHP0000963,RTE0010,CAR005,Transshipment,1,37,43,6,32,6,2,3,None,86.0,No,6.8
TRN0000964,SHP0000964,RTE0047,CAR009,Direct,0,23,23,0,17,4,2,0,None,100.0,Yes,8.6
TRN0000965,SHP0000965,RTE0043,CAR001,Direct,0,30,30,0,26,3,1,0,None,100.0,Yes,5.5
TRN0000966,SHP0000966,RTE0011,CAR008,Direct,0,15,15,0,7,4,4,0,None,100.0,Yes,8.3
TRN0000967,SHP0000967,RTE0039,CAR004,Direct,0,29,29,0,26,2,1,0,None,100.0,Yes,7.2
TRN0000968,SHP0000968,RTE0034,CAR003,Transshipment,1,27,27,0,20,2,3,2,None,100.0,Yes,7.0
TRN0000969,SHP0000969,RTE0007,CAR004,Direct,0,22,29,7,21,4,4,0,None,75.9,No,9.5
TRN0000970,SHP0000970,RTE0008,CAR006,Transshipment,1,30,30,0,28,0,1,1,None,100.0,Yes,9.4
TRN0000971,SHP0000971,RTE0018,CAR009,Transshipment,1,42,42,0,33,4,2,3,None,100.0,Yes,2.6
TRN0000972,SHP0000972,RTE0025,CAR005,Direct,0,18,18,0,13,1,4,0,None,100.0,Yes,2.3
TRN0000973,SHP0000973,RTE0011,CAR009,Direct,0,15,15,0,9,4,2,0,None,100.0,Yes,3.6
TRN0000974,SHP0000974,RTE0026,CAR002,Transshipment,1,29,29,0,25,1,1,2,None,100.0,Yes,6.6
TRN0000975,SHP0000975,RTE0011,CAR009,Direct,0,15,20,5,12,4,4,0,Customs Delay,75.0,No,2.1
TRN0000976,SHP0000976,RTE0003,CAR001,Direct,0,20,20,0,13,3,4,0,None,100.0,Yes,2.8
TRN0000977,SHP0000977,RTE0050,CAR004,Transshipment,1,33,33,0,24,4,4,1,None,100.0,Yes,3.5
TRN0000978,SHP0000978,RTE0034,CAR007,Transshipment,1,27,39,12,25,10,1,3,None,69.2,No,8.9
TRN0000979,SHP0000979,RTE0019,CAR006,Direct,0,28,28,0,20,4,4,0,None,100.0,Yes,1.3
TRN0000980,SHP0000980,RTE0031,CAR007,Direct,0,20,20,0,13,4,3,0,None,100.0,Yes,5.5
TRN0000981,SHP0000981,RTE0033,CAR004,Direct,0,22,22,0,18,2,2,0,None,100.0,Yes,6.0
TRN0000982,SHP0000982,RTE0025,CAR004,Direct,0,18,18,0,15,0,3,0,None,100.0,Yes,7.7
TRN0000983,SHP0000983,RTE0056,CAR008,Transshipment,2,28,28,0,20,2,4,2,None,100.0,Yes,4.9
TRN0000984,SHP0000984,RTE0032,CAR005,Transshipment,1,30,30,0,25,1,3,1,None,100.0,Yes,7.9
TRN0000985,SHP0000985,RTE0017,CAR004,Direct,0,31,31,0,28,0,3,0,None,100.0,Yes,8.2
TRN0000986,SHP0000986,RTE0047,CAR002,Direct,0,23,23,0,19,0,4,0,None,100.0,Yes,4.7
TRN0000987,SHP0000987,RTE0030,CAR002,Transshipment,1,35,35,0,32,1,1,1,None,100.0,Yes,5.8
TRN0000988,SHP0000988,RTE0008,CAR007,Transshipment,1,30,30,0,21,2,4,3,None,100.0,Yes,3.2
TRN0000989,SHP0000989,RTE0051,CAR010,Direct,0,21,21,0,17,3,1,0,None,100.0,Yes,5.4
TRN0000990,SHP0000990,RTE0055,CAR003,Direct,0,18,30,12,19,7,4,0,None,60.0,No,8.9
TRN0000991,SHP0000991,RTE0001,CAR005,Direct,0,24,24,0,18,4,2,0,None,100.0,Yes,3.6
TRN0000992,SHP0000992,RTE0011,CAR002,Direct,0,15,15,0,9,4,2,0,None,100.0,Yes,1.8
TRN0000993,SHP0000993,RTE0040,CAR007,Transshipment,1,33,33,0,27,3,1,2,None,100.0,Yes,3.2
TRN0000994,SHP0000994,RTE0052,CAR009,Transshipment,1,32,32,0,24,3,2,3,None,100.0,Yes,1.3
TRN0000995,SHP0000995,RTE0011,CAR001,Direct,0,15,17,2,10,5,2,0,None,88.2,No,4.7
TRN0000996,SHP0000996,RTE0058,CAR001,Transshipment,2,37,37,0,29,2,2,4,None,100.0,Yes,8.0
TRN0000997,SHP0000997,RTE0026,CAR007,Transshipment,1,29,29,0,22,4,1,2,None,100.0,Yes,5.0
TRN0000998,SHP0000998,RTE0013,CAR003,Direct,0,17,17,0,12,1,4,0,None,100.0,Yes,4.0
TRN0000999,SHP0000999,RTE0008,CAR009,Transshipment,1,30,30,0,24,3,1,2,None,100.0,Yes,5.3
TRN0001000,SHP0001000,RTE0059,CAR004,Direct,0,24,27,3,21,3,3,0,None,88.9,No,8.1
TRN0001001,SHP0001001,RTE0021,CAR002,Direct,0,24,33,9,26,6,1,0,None,72.7,No,3.9
TRN0001002,SHP0001002,RTE0045,CAR005,Direct,0,27,37,10,27,8,2,0,None,73.0,No,9.8
TRN0001003,SHP0001003,RTE0049,CAR009,Direct,0,28,28,0,25,2,1,0,None,100.0,Yes,4.0
TRN0001004,SHP0001004,RTE0003,CAR008,Direct,0,20,20,0,15,4,1,0,None,100.0,Yes,6.7
TRN0001005,SHP0001005,RTE0044,CAR006,Transshipment,2,42,57,15,42,9,4,2,None,73.7,No,2.9
TRN0001006,SHP0001006,RTE0005,CAR004,Direct,0,23,23,0,17,3,3,0,None,100.0,Yes,8.1
TRN0001007,SHP0001007,RTE0034,CAR007,Transshipment,1,27,27,0,22,1,1,3,None,100.0,Yes,1.2
TRN0001008,SHP0001008,RTE0037,CAR008,Direct,0,19,19,0,16,2,1,0,None,100.0,Yes,8.1
TRN0001009,SHP0001009,RTE0012,CAR001,Transshipment,2,21,21,0,16,0,3,2,None,100.0,Yes,8.1
TRN0001010,SHP0001010,RTE0020,CAR003,Transshipment,1,35,35,0,30,2,2,1,None,100.0,Yes,4.7
TRN0001011,SHP0001011,RTE0046,CAR008,Transshipment,1,35,35,0,32,0,1,2,None,100.0,Yes,7.9
TRN0001012,SHP0001012,RTE0011,CAR001,Direct,0,15,15,0,14,0,1,0,None,100.0,Yes,6.7
TRN0001013,SHP0001013,RTE0033,CAR009,Direct,0,22,22,0,15,3,4,0,None,100.0,Yes,3.1
TRN0001014,SHP0001014,RTE0033,CAR003,Direct,0,22,22,0,19,2,1,0,None,100.0,Yes,3.5
TRN0001015,SHP0001015,RTE0008,CAR006,Transshipment,1,30,30,0,26,2,1,1,None,100.0,Yes,1.4
TRN0001016,SHP0001016,RTE0011,CAR001,Direct,0,15,15,0,10,2,3,0,None,100.0,Yes,3.7
TRN0001017,SHP0001017,RTE0022,CAR008,Transshipment,1,36,36,0,29,4,2,1,None,100.0,Yes,6.6
TRN0001018,SHP0001018,RTE0038,CAR007,Transshipment,2,27,27,0,17,0,4,6,None,100.0,Yes,6.6
TRN0001019,SHP0001019,RTE0009,CAR003,Direct,0,30,43,13,31,9,3,0,Port Congestion,69.8,No,8.1
TRN0001020,SHP0001020,RTE0043,CAR003,Direct,0,30,30,0,24,4,2,0,None,100.0,Yes,4.9
TRN0001021,SHP0001021,RTE0044,CAR009,Transshipment,2,42,42,0,33,2,1,6,None,100.0,Yes,3.0
TRN0001022,SHP0001022,RTE0059,CAR008,Direct,0,24,24,0,19,3,2,0,None,100.0,Yes,3.0
TRN0001023,SHP0001023,RTE0025,CAR006,Direct,0,18,18,0,12,2,4,0,None,100.0,Yes,8.8
TRN0001024,SHP0001024,RTE0011,CAR004,Direct,0,15,15,0,10,2,3,0,None,100.0,Yes,7.9
TRN0001025,SHP0001025,RTE0009,CAR008,Direct,0,30,30,0,26,0,4,0,None,100.0,Yes,5.7
TRN0001026,SHP0001026,RTE0026,CAR008,Transshipment,1,29,29,0,24,1,2,2,None,100.0,Yes,1.6
TRN0001027,SHP0001027,RTE0048,CAR002,Transshipment,1,31,44,13,32,7,3,2,Equipment Shortage,70.5,No,6.8
TRN0001028,SHP0001028,RTE0031,CAR007,Direct,0,20,20,0,12,4,4,0,None,100.0,Yes,7.3
TRN0001029,SHP0001029,RTE0021,CAR009,Direct,0,24,24,0,19,4,1,0,None,100.0,Yes,7.6
TRN0001030,SHP0001030,RTE0060,CAR010,Transshipment,1,31,40,9,29,6,2,3,Equipment Shortage,77.5,No,9.2
TRN0001031,SHP0001031,RTE0029,CAR006,Direct,0,30,30,0,25,4,1,0,None,100.0,Yes,7.3
TRN0001032,SHP0001032,RTE0002,CAR008,Transshipment,2,36,36,0,24,4,4,4,None,100.0,Yes,6.7
TRN0001033,SHP0001033,RTE0006,CAR009,Transshipment,1,34,34,0,29,2,1,2,None,100.0,Yes,1.1
TRN0001034,SHP0001034,RTE0015,CAR009,Direct,0,21,21,0,13,4,4,0,None,100.0,Yes,7.6
TRN0001035,SHP0001035,RTE0057,CAR002,Direct,0,29,29,0,25,0,4,0,None,100.0,Yes,1.7
TRN0001036,SHP0001036,RTE0047,CAR002,Direct,0,23,23,0,22,0,1,0,None,100.0,Yes,9.7
TRN0001037,SHP0001037,RTE0045,CAR001,Direct,0,27,31,4,27,3,1,0,Customs Delay,87.1,No,8.7
TRN0001038,SHP0001038,RTE0059,CAR003,Direct,0,24,24,0,17,4,3,0,None,100.0,Yes,6.4
TRN0001039,SHP0001039,RTE0051,CAR006,Direct,0,21,21,0,19,1,1,0,None,100.0,Yes,1.5
TRN0001040,SHP0001040,RTE0053,CAR008,Direct,0,32,32,0,26,3,3,0,None,100.0,Yes,3.3
TRN0001041,SHP0001041,RTE0024,CAR008,Transshipment,1,33,33,0,25,3,4,1,None,100.0,Yes,4.3
TRN0001042,SHP0001042,RTE0056,CAR010,Transshipment,2,28,37,9,27,4,2,4,Weather Delay,75.7,No,3.0
TRN0001043,SHP0001043,RTE0044,CAR008,Transshipment,2,42,42,0,36,0,2,4,None,100.0,Yes,4.6
TRN0001044,SHP0001044,RTE0049,CAR005,Direct,0,28,28,0,20,4,4,0,None,100.0,Yes,2.5
TRN0001045,SHP0001045,RTE0026,CAR004,Transshipment,1,29,29,0,23,1,3,2,None,100.0,Yes,8.1
TRN0001046,SHP0001046,RTE0058,CAR010,Transshipment,2,37,37,0,26,4,3,4,None,100.0,Yes,3.5
TRN0001047,SHP0001047,RTE0026,CAR008,Transshipment,1,29,34,5,24,6,1,3,Port Congestion,85.3,No,6.1
TRN0001048,SHP0001048,RTE0049,CAR008,Direct,0,28,39,11,30,5,4,0,None,71.8,No,6.9
TRN0001049,SHP0001049,RTE0016,CAR003,Transshipment,2,26,26,0,19,0,3,4,None,100.0,Yes,1.8
TRN0001050,SHP0001050,RTE0031,CAR002,Direct,0,20,20,0,16,3,1,0,None,100.0,Yes,2.6
TRN0001051,SHP0001051,RTE0024,CAR004,Transshipment,1,33,33,0,28,0,3,2,None,100.0,Yes,5.0
TRN0001052,SHP0001052,RTE0038,CAR008,Transshipment,2,27,27,0,19,3,3,2,None,100.0,Yes,8.6
TRN0001053,SHP0001053,RTE0053,CAR006,Direct,0,32,32,0,29,2,1,0,None,100.0,Yes,2.7
TRN0001054,SHP0001054,RTE0055,CAR007,Direct,0,18,23,5,16,4,3,0,Equipment Shortage,78.3,No,6.9
TRN0001055,SHP0001055,RTE0003,CAR005,Direct,0,20,20,0,15,1,4,0,None,100.0,Yes,6.4
TRN0001056,SHP0001056,RTE0049,CAR010,Direct,0,28,28,0,23,2,3,0,None,100.0,Yes,6.9
TRN0001057,SHP0001057,RTE0008,CAR006,Transshipment,1,30,38,8,26,5,4,3,Customs Delay,78.9,No,1.4
TRN0001058,SHP0001058,RTE0030,CAR005,Transshipment,1,35,35,0,25,4,4,2,None,100.0,Yes,2.2
TRN0001059,SHP0001059,RTE0037,CAR006,Direct,0,19,24,5,16,6,2,0,Weather Delay,79.2,No,3.2
TRN0001060,SHP0001060,RTE0052,CAR003,Transshipment,1,32,32,0,23,3,3,3,None,100.0,Yes,2.5
TRN0001061,SHP0001061,RTE0017,CAR006,Direct,0,31,43,12,30,9,4,0,Transshipment Delay,72.1,No,7.3
TRN0001062,SHP0001062,RTE0037,CAR009,Direct,0,19,19,0,13,3,3,0,None,100.0,Yes,7.1
TRN0001063,SHP0001063,RTE0001,CAR002,Direct,0,24,24,0,18,2,4,0,None,100.0,Yes,8.6
TRN0001064,SHP0001064,RTE0030,CAR010,Transshipment,1,35,35,0,31,2,1,1,None,100.0,Yes,4.9
TRN0001065,SHP0001065,RTE0008,CAR006,Transshipment,1,30,30,0,26,0,2,2,None,100.0,Yes,2.7
TRN0001066,SHP0001066,RTE0015,CAR005,Direct,0,21,33,12,22,8,3,0,Transshipment Delay,63.6,No,4.5
TRN0001067,SHP0001067,RTE0018,CAR002,Transshipment,1,42,54,12,40,7,4,3,Weather Delay,77.8,No,2.4
TRN0001068,SHP0001068,RTE0050,CAR010,Transshipment,1,33,33,0,28,0,2,3,None,100.0,Yes,3.3
TRN0001069,SHP0001069,RTE0031,CAR004,Direct,0,20,20,0,17,0,3,0,None,100.0,Yes,1.7
TRN0001070,SHP0001070,RTE0058,CAR008,Transshipment,2,37,47,10,31,9,3,4,Port Congestion,78.7,No,9.4
TRN0001071,SHP0001071,RTE0011,CAR006,Direct,0,15,15,0,11,2,2,0,None,100.0,Yes,4.1
TRN0001072,SHP0001072,RTE0033,CAR005,Direct,0,22,24,2,19,4,1,0,None,91.7,No,9.1
TRN0001073,SHP0001073,RTE0006,CAR007,Transshipment,1,34,36,2,30,1,4,1,Transshipment Delay,94.4,No,5.2
TRN0001074,SHP0001074,RTE0013,CAR005,Direct,0,17,23,6,15,6,2,0,Transshipment Delay,73.9,No,3.8
TRN0001075,SHP0001075,RTE0012,CAR004,Transshipment,2,21,21,0,14,1,2,4,None,100.0,Yes,5.8
TRN0001076,SHP0001076,RTE0041,CAR010,Direct,0,22,26,4,21,3,2,0,Customs Delay,84.6,No,5.2
TRN0001077,SHP0001077,RTE0048,CAR006,Transshipment,1,31,31,0,25,3,2,1,None,100.0,Yes,2.4
TRN0001078,SHP0001078,RTE0052,CAR003,Transshipment,1,32,33,1,26,1,4,2,None,97.0,No,9.2
TRN0001079,SHP0001079,RTE0025,CAR006,Direct,0,18,18,0,11,3,4,0,None,100.0,Yes,4.9
TRN0001080,SHP0001080,RTE0048,CAR008,Transshipment,1,31,32,1,24,4,1,3,None,96.9,No,6.7
TRN0001081,SHP0001081,RTE0004,CAR006,Transshipment,1,29,37,8,23,7,4,3,Equipment Shortage,78.4,No,7.4
TRN0001082,SHP0001082,RTE0053,CAR003,Direct,0,32,32,0,28,2,2,0,None,100.0,Yes,3.6
TRN0001083,SHP0001083,RTE0017,CAR009,Direct,0,31,31,0,25,4,2,0,None,100.0,Yes,2.8
TRN0001084,SHP0001084,RTE0022,CAR008,Transshipment,1,36,36,0,27,3,3,3,None,100.0,Yes,9.0
TRN0001085,SHP0001085,RTE0027,CAR007,Direct,0,20,20,0,15,1,4,0,None,100.0,Yes,5.5
TRN0001086,SHP0001086,RTE0034,CAR006,Transshipment,1,27,27,0,19,4,1,3,None,100.0,Yes,4.0
TRN0001087,SHP0001087,RTE0035,CAR003,Direct,0,25,35,10,23,8,4,0,None,71.4,No,5.5
TRN0001088,SHP0001088,RTE0047,CAR003,Direct,0,23,23,0,21,1,1,0,None,100.0,Yes,1.7
TRN0001089,SHP0001089,RTE0027,CAR001,Direct,0,20,20,0,18,0,2,0,None,100.0,Yes,5.4
TRN0001090,SHP0001090,RTE0056,CAR004,Transshipment,2,28,28,0,19,4,1,4,None,100.0,Yes,3.2
TRN0001091,SHP0001091,RTE0013,CAR005,Direct,0,17,17,0,15,0,2,0,None,100.0,Yes,7.1
TRN0001092,SHP0001092,RTE0022,CAR004,Transshipment,1,36,36,0,32,1,2,1,None,100.0,Yes,1.9
TRN0001093,SHP0001093,RTE0058,CAR008,Transshipment,2,37,37,0,28,2,1,6,None,100.0,Yes,1.1
TRN0001094,SHP0001094,RTE0050,CAR007,Transshipment,1,33,35,2,25,4,3,3,None,94.3,No,8.4
TRN0001095,SHP0001095,RTE0032,CAR010,Transshipment,1,30,30,0,25,1,2,2,None,100.0,Yes,2.2
TRN0001096,SHP0001096,RTE0030,CAR001,Transshipment,1,35,35,0,31,0,1,3,None,100.0,Yes,3.0
TRN0001097,SHP0001097,RTE0055,CAR005,Direct,0,18,18,0,11,4,3,0,None,100.0,Yes,1.6
TRN0001098,SHP0001098,RTE0003,CAR003,Direct,0,20,20,0,15,2,3,0,None,100.0,Yes,9.0
TRN0001099,SHP0001099,RTE0052,CAR004,Transshipment,1,32,32,0,21,4,4,3,None,100.0,Yes,9.2
TRN0001100,SHP0001100,RTE0047,CAR003,Direct,0,23,23,0,17,2,4,0,None,100.0,Yes,3.3
TRN0001101,SHP0001101,RTE0017,CAR010,Direct,0,31,31,0,28,0,3,0,None,100.0,Yes,8.2
TRN0001102,SHP0001102,RTE0026,CAR010,Transshipment,1,29,29,0,23,0,4,2,None,100.0,Yes,1.1
TRN0001103,SHP0001103,RTE0032,CAR008,Transshipment,1,30,33,3,26,2,2,3,None,90.9,No,4.4
TRN0001104,SHP0001104,RTE0023,CAR010,Direct,0,21,21,0,18,0,3,0,None,100.0,Yes,1.3
TRN0001105,SHP0001105,RTE0009,CAR004,Direct,0,30,30,0,25,1,4,0,None,100.0,Yes,2.6
TRN0001106,SHP0001106,RTE0048,CAR005,Transshipment,1,31,31,0,25,1,3,2,None,100.0,Yes,6.0
TRN0001107,SHP0001107,RTE0010,CAR010,Transshipment,1,37,49,12,38,7,3,1,Transshipment Delay,75.5,No,6.7
TRN0001108,SHP0001108,RTE0052,CAR004,Transshipment,1,32,32,0,24,4,2,2,None,100.0,Yes,9.7
TRN0001109,SHP0001109,RTE0037,CAR007,Direct,0,19,19,0,17,0,2,0,None,100.0,Yes,1.4
TRN0001110,SHP0001110,RTE0021,CAR006,Direct,0,24,30,6,25,4,1,0,None,80.0,No,5.8
TRN0001111,SHP0001111,RTE0052,CAR006,Transshipment,1,32,32,0,29,0,1,2,None,100.0,Yes,8.8
TRN0001112,SHP0001112,RTE0056,CAR006,Transshipment,2,28,28,0,14,4,4,6,None,100.0,Yes,1.2
TRN0001113,SHP0001113,RTE0033,CAR004,Direct,0,22,22,0,20,1,1,0,None,100.0,Yes,6.1
TRN0001114,SHP0001114,RTE0003,CAR009,Direct,0,20,32,12,22,8,2,0,None,62.5,No,5.8
TRN0001115,SHP0001115,RTE0055,CAR010,Direct,0,18,27,9,20,6,1,0,None,66.7,No,2.9
TRN0001116,SHP0001116,RTE0019,CAR007,Direct,0,28,28,0,23,4,1,0,None,100.0,Yes,6.0
TRN0001117,SHP0001117,RTE0043,CAR005,Direct,0,30,31,1,28,0,3,0,Transshipment Delay,96.8,No,5.0
TRN0001118,SHP0001118,RTE0028,CAR007,Transshipment,1,28,32,4,24,5,2,1,Weather Delay,87.5,No,5.7
TRN0001119,SHP0001119,RTE0043,CAR003,Direct,0,30,30,0,26,3,1,0,None,100.0,Yes,7.8
TRN0001120,SHP0001120,RTE0042,CAR010,Transshipment,2,30,30,0,23,4,1,2,None,100.0,Yes,6.6
TRN0001121,SHP0001121,RTE0049,CAR006,Direct,0,28,35,7,31,3,1,0,Transshipment Delay,80.0,No,8.6
TRN0001122,SHP0001122,RTE0055,CAR008,Direct,0,18,18,0,13,3,2,0,None,100.0,Yes,8.2
TRN0001123,SHP0001123,RTE0031,CAR007,Direct,0,20,20,0,16,3,1,0,None,100.0,Yes,2.6
TRN0001124,SHP0001124,RTE0017,CAR006,Direct,0,31,31,0,25,2,4,0,None,100.0,Yes,5.6
TRN0001125,SHP0001125,RTE0017,CAR002,Direct,0,31,31,0,25,2,4,0,None,100.0,Yes,5.7
TRN0001126,SHP0001126,RTE0003,CAR010,Direct,0,20,20,0,14,4,2,0,None,100.0,Yes,3.1
TRN0001127,SHP0001127,RTE0048,CAR001,Transshipment,1,31,31,0,23,3,2,3,None,100.0,Yes,2.1
TRN0001128,SHP0001128,RTE0038,CAR003,Transshipment,2,27,27,0,21,2,2,2,None,100.0,Yes,6.4
TRN0001129,SHP0001129,RTE0023,CAR004,Direct,0,21,21,0,18,1,2,0,None,100.0,Yes,6.2
TRN0001130,SHP0001130,RTE0041,CAR006,Direct,0,22,22,0,18,1,3,0,None,100.0,Yes,1.3
TRN0001131,SHP0001131,RTE0051,CAR004,Direct,0,21,23,2,16,5,2,0,Equipment Shortage,91.3,No,7.2
TRN0001132,SHP0001132,RTE0013,CAR005,Direct,0,17,17,0,11,2,4,0,None,100.0,Yes,3.6
TRN0001133,SHP0001133,RTE0038,CAR005,Transshipment,2,27,27,0,19,0,4,4,None,100.0,Yes,4.2
TRN0001134,SHP0001134,RTE0040,CAR007,Transshipment,1,33,33,0,24,2,4,3,None,100.0,Yes,1.5
TRN0001135,SHP0001135,RTE0053,CAR005,Direct,0,32,38,6,29,7,2,0,None,84.2,No,9.8
TRN0001136,SHP0001136,RTE0032,CAR004,Transshipment,1,30,34,4,25,3,4,2,None,88.2,No,9.9
TRN0001137,SHP0001137,RTE0040,CAR008,Transshipment,1,33,33,0,25,4,2,2,None,100.0,Yes,8.6
TRN0001138,SHP0001138,RTE0041,CAR010,Direct,0,22,34,12,25,8,1,0,None,64.7,No,8.5
TRN0001139,SHP0001139,RTE0021,CAR009,Direct,0,24,24,0,20,2,2,0,None,100.0,Yes,5.4
TRN0001140,SHP0001140,RTE0033,CAR008,Direct,0,22,24,2,19,1,4,0,Port Congestion,91.7,No,5.2
TRN0001141,SHP0001141,RTE0003,CAR008,Direct,0,20,20,0,19,0,1,0,None,100.0,Yes,2.7
TRN0001142,SHP0001142,RTE0057,CAR006,Direct,0,29,29,0,24,3,2,0,None,100.0,Yes,6.7
TRN0001143,SHP0001143,RTE0045,CAR010,Direct,0,27,39,12,29,7,3,0,Customs Delay,69.2,No,7.4
TRN0001144,SHP0001144,RTE0021,CAR004,Direct,0,24,24,0,21,0,3,0,None,100.0,Yes,2.9
